LGA_CODE_2022,LGA_NAME_2022,STATE_CODE_2021,STATE_NAME_2021,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022r,2023p
18450,Wollongong,1,New South Wales,202041.08482142858,203048.1607142857,204710.6607142857,206419.58482142858,208319.00892857142,210400.9330357143,212185.61607142858,213478.375,214549.13392857142,215060.96875,214697.95535714287,216458.03125,219156.03125
18500,Woollahra,1,New South Wales,56320.0,56601.0,56909.0,57253.0,57513.0,57744.0,57750.0,57370.0,56892.0,55951.0,53910.0,53536.0,54636.0
18710,Yass Valley,1,New South Wales,15526.904641544117,15779.792509191177,15983.320450367648,16160.429825367648,16329.320588235294,16541.211351102942,16668.089338235295,16794.620542279412,16940.12729779412,17090.69319852941,17238.906525735296,17370.745358455883,17546.062040441175
19399,Unincorporated NSW,1,New South Wales,1119.0,1124.0,1127.0,1134.0,1106.0,1112.0,1109.0,1115.0,1086.0,1055.0,1020.0,1000.0,1012.0
19499,No usual address (NSW),1,New South Wales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19799,Migratory - Offshore - Shipping (NSW),1,New South Wales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20110,Alpine,2,Victoria,12080.967741935483,12185.322580645161,12284.774193548386,12357.661290322581,12430.58064516129,12579.629032258064,12687.387096774193,12822.145161290322,12904.90322580645,13054.193548387097,13166.274193548386,13192.40322580645,13175.161290322581
20260,Ararat,2,Victoria,11337.688506135639,11444.30474726308,11532.769158247094,11603.569340474856,11686.833502174877,11787.70097442865,11801.93399680289,11811.123705122614,11842.991127343583,11923.10372126762,11832.81186424599,11768.997359076047,11693.253520670141
20570,Ballarat,2,Victoria,95220.75313428066,96735.15908828407,98351.73434935341,99920.53075247537,101484.2209880741,103505.03661252641,105553.4722111655,107609.60613261418,109773.7275410932,111646.78182829173,113505.09969415328,116009.76515290976,118137.46872219579
20660,Banyule,2,Victoria,122983.0,123584.0,124314.0,125107.0,126088.0,127447.0,128660.0,129645.0,130607.0,130294.0,127370.0,127427.0,129602.0
20740,Bass Coast,2,Victoria,30233.17922249976,30783.466776147827,31304.31578874736,31889.83081020659,32548.324565640396,33435.58694782165,34743.25001725018,36077.20064032679,37434.6372079544,38944.1172736431,40669.46761795675,41800.42214647475,42715.9361605233
20830,Baw Baw,2,Victoria,43341.748183665506,44494.287300896955,45616.89720495729,46634.88256672741,47827.97987364136,49287.63805629785,50886.443200223184,52448.407767903205,54049.36142983193,55755.518028525075,57620.2498404718,59274.190676421116,60631.841246052325
20910,Bayside (Vic.),2,Victoria,96119.0,96971.0,98252.0,99797.0,101268.0,102912.0,103665.0,104623.0,105128.0,105018.0,102328.0,102241.0,104272.0
21010,Benalla,2,Victoria,13818.592555136334,13839.190400248941,13868.404216422265,13887.915904936015,13912.619607919405,13971.303434594889,14047.696351472247,14157.047240266054,14235.707339842078,14379.358201408068,14434.976272900542,14467.46983546618,14534.005601151348
21110,Boroondara,2,Victoria,167062.0,168483.0,170485.0,172660.0,174753.0,177276.0,178650.0,179386.0,179663.0,177875.0,169789.0,169632.0,174537.0
21180,Brimbank,2,Victoria,191492.0,193774.0,196169.0,198468.0,200860.0,204190.0,206116.0,206977.0,206771.0,204213.0,196631.0,193392.0,196046.0
21270,Buloke,2,Victoria,6468.0,6435.0,6389.0,6336.0,6307.0,6285.0,6225.0,6218.0,6170.0,6160.0,6136.0,6124.0,6044.0
21370,Campaspe,2,Victoria,36896.17115919503,37045.84004826571,37218.128722185866,37342.94420811519,37434.17394060864,37598.73549983639,37799.257076243455,37947.269715314134,38127.441590314134,38378.37741328534,38555.2209792212,38562.01507280759,38305.3342604712
21450,Cardinia,2,Victoria,75825.27797833935,80422.38989169674,84591.02888086642,88070.38989169674,92299.14079422383,97573.8916967509,102254.7797833935,106942.02888086642,111998.91696750902,116501.5559566787,119570.0,123198.16606498195,126981.24909747293
21610,Casey,2,Victoria,261282.0,269240.0,278023.0,287937.0,299528.0,312789.0,324946.0,338087.0,352006.0,363970.0,369558.0,379104.0,392110.0
21670,Central Goldfields,2,Victoria,12594.27378390087,12694.31196715298,12793.907767870007,12861.928215698219,12929.918708014455,13065.216860836928,13189.167238981769,13317.415984217772,13338.206499565562,13292.525514480043,13376.592970805907,13508.96289575832,13563.327641648053
21750,Colac Otway,2,Victoria,20806.071428571428,20913.125,21046.285714285714,21142.125,21241.964285714286,21373.01785714286,21593.75,21821.64285714286,22035.321428571428,22271.589285714286,22307.321428571428,22198.10714285714,22272.410714285714
21830,Corangamite,2,Victoria,16562.469435258994,16517.920574767493,16454.237425139047,16381.86087374693,16315.027256395226,16286.338321409965,16279.785323814165,16233.777804771325,16172.187093130266,16110.006594575167,16031.920351185718,16000.865556286437,15949.649356517308
21890,Darebin,2,Victoria,142942.0,144986.0,147272.0,149511.0,151974.0,155126.0,156525.0,157103.0,157298.0,157056.0,150296.0,150605.0,155683.0
22110,East Gippsland,2,Victoria,42839.9112161134,43353.60616665999,43833.70025494201,44303.09627197373,44894.414856044525,45626.14520482121,46221.09692868298,46883.337954324,47466.720311269506,47876.424247520656,48479.68466210174,48946.04763010718,49187.68389060185
22170,Frankston,2,Victoria,130350.0,132194.0,134351.0,136181.0,137790.0,139502.0,140601.0,141531.0,141970.0,142191.0,140824.0,141161.0,142826.0
22250,Gannawarra,2,Victoria,10457.830670926518,10499.766773162939,10528.638977635783,10536.543130990416,10538.415335463258,10569.319488817891,10607.095846645367,10605.936102236421,10567.127795527156,10580.255591054312,10620.191693290735,10539.638977635783,10426.15015974441
22310,Glen Eira,2,Victoria,137152.0,139116.0,141260.0,143694.0,145924.0,148583.0,150702.0,152389.0,153936.0,154656.0,150638.0,151824.0,156837.0
22410,Glenelg,2,Victoria,19832.428105837782,19801.508423682553,19774.875503519725,19731.686841916522,19699.37413708166,19736.491205331906,19808.46149577554,19900.943696580904,19999.348372330136,20061.109021822056,20063.951969470698,20056.78908085199,20031.67073746734
22490,Golden Plains,2,Victoria,18958.0,19604.0,20362.0,20899.0,21388.0,22016.0,22613.0,23191.0,23810.0,24366.0,24892.0,25321.0,25818.0
22620,Greater Bendigo,2,Victoria,101975.93377661076,103910.41185174837,105964.22889861261,107961.00021458088,109914.32104200896,112273.9224717681,114261.1610233967,116181.9403826526,118209.78664187313,119953.65397424472,121269.73847603492,122711.04045438643,124184.13781547557
22670,Greater Dandenong,2,Victoria,142167.0,145116.0,148502.0,152135.0,156061.0,160222.0,162924.0,164895.0,166296.0,165648.0,160100.0,159294.0,163792.0
22750,Greater Geelong,2,Victoria,215829.6144578313,219158.98393574296,223364.28514056225,227751.3534136546,232933.1204819277,239536.81927710844,246381.28514056225,253172.3815261044,260131.01204819276,266031.437751004,270927.7670682731,276528.4658634538,282668.1646586345
22830,Greater Shepparton,2,Victoria,61742.42458548582,62565.52165386195,63247.70106504818,63923.05579188482,64492.64520832753,65077.49854271681,65955.7961152459,66827.4856038348,67734.49457989863,68476.32471437423,68527.5449782256,68974.9849271924,69146.96361186921
22910,Hepburn,2,Victoria,14654.8531194796,14832.137657718971,15030.512377312989,15191.067377115729,15342.361849034669,15533.398170600854,15707.043865063286,15900.472961578904,16104.510700758266,16338.0584710337,16484.77354786814,16565.750694709117,16667.156568878127
22980,Hindmarsh,2,Victoria,5852.259259259259,5849.428571428572,5844.783068783069,5837.121693121693,5800.62962962963,5777.137566137566,5726.306878306878,5689.306878306878,5666.814814814815,5667.15343915344,5654.492063492064,5604.0,5555.338624338624
23110,Hobsons Bay,2,Victoria,87501.27205882352,88451.15441176471,89303.50245098039,90534.17647058824,91791.17647058824,93563.75735294117,94548.03676470589,95154.57352941176,95822.11029411765,95197.50735294117,92270.30147058824,92036.25490196078,94094.74264705883
23190,Horsham,2,Victoria,19518.172751248527,19601.500162729364,19686.917445710118,19741.129689691938,19785.89968015263,19877.524437461423,19975.139442231077,20061.7750855732,20197.76565849279,20382.90146456428,20373.878278435554,20347.880825991808,20315.00975253914
23270,Hume,2,Victoria,174292.0,179177.0,184873.0,191328.0,198226.0,207041.0,216249.0,225526.0,235370.0,243643.0,246920.0,253182.0,262764.0
23350,Indigo,2,Victoria,15316.10953079179,15465.40241935484,15616.880351906158,15742.67620967742,15934.193218475073,16177.61642228739,16388.744721407624,16612.062793255132,16873.887683284458,17114.30758797654,17249.90194281525,17425.526319648092,17662.020527859237
23430,Kingston (Vic.),2,Victoria,148304.0,150435.0,152336.0,154210.0,156244.0,158941.0,160140.0,161685.0,163178.0,163196.0,159554.0,160107.0,163724.0
23670,Knox,2,Victoria,154626.48704663213,155408.84974093264,156350.21243523317,157437.3626943005,158703.72538860104,160356.8756476684,161523.30051813473,162457.08808290155,163306.72538860104,163240.57512953368,160479.6373056995,159550.27461139896,161767.42487046632
23810,Latrobe (Vic.),2,Victoria,73798.04562155245,74000.04901965089,74117.91606424881,74128.1306186908,74258.5145434397,74614.61998004808,75086.51493386227,75586.01952242276,76120.57818300439,76712.45860033785,77115.28285533629,77706.93085055448,78154.32869230649
23940,Loddon,2,Victoria,7535.772043201567,7534.16545546413,7523.444536978468,7520.356984215293,7535.750284672053,7563.431317446249,7578.039129085473,7612.413889350879,7636.632900504447,7665.876448194814,7709.21297330367,7765.4568968007425,7759.972531051945
24130,Macedon Ranges,2,Victoria,42849.09090909091,43787.09090909091,44587.61038961039,45464.71428571428,46365.818181818184,47473.12987012987,48415.753246753244,49302.27272727273,50162.792207792205,50894.31168831169,51599.93506493507,52196.831168831166,52915.41558441558
24210,Manningham,2,Victoria,116742.84164222874,117447.073313783,118363.66275659823,119443.69794721408,120791.89442815249,122577.12609970674,124124.32258064517,125089.75073313783,126871.57184750734,127985.76832844575,125819.58944281525,126575.82111436951,129530.69501466275
24250,Mansfield,2,Victoria,7951.576819407008,8104.4797843665765,8283.528301886792,8402.601078167116,8537.382749326145,8681.479784366576,8899.067385444743,9154.824797843665,9418.752021563343,9794.388140161725,10123.048517520216,10334.636118598382,10555.563342318059
24330,Maribyrnong,2,Victoria,75154.0,77179.0,79782.0,82463.0,84783.0,86942.0,88120.0,88871.0,89460.0,89418.0,86385.0,87605.0,91762.0
24410,Maroondah,2,Victoria,107322.0,108434.0,109781.0,111421.0,113023.0,114800.0,116223.0,117125.0,117965.0,118295.0,116075.0,115752.0,117418.0
24600,Melbourne,2,Victoria,100247.0,107591.0,118724.0,127989.0,136887.0,146112.0,155957.0,163364.0,168953.0,170590.0,153111.0,160335.0,177403.0
24650,Melton,2,Victoria,112645.0,118354.0,123936.0,129259.0,134865.0,141420.0,148711.0,157019.0,165535.0,173566.0,181346.0,193285.0,206070.0
24780,Mildura,2,Victoria,51822.0,52475.0,53156.0,53737.0,54156.0,54658.0,55433.0,56154.0,56764.0,57335.0,56966.0,57250.0,57554.0
24850,Mitchell,2,Victoria,35039.47904137206,36369.049981543,37771.78020842207,39067.43149047335,40247.92162307976,41779.757986199846,43044.703126331035,44555.24795411307,46372.64492148678,48071.85284379703,49709.929375017746,51677.537217820936,53723.97769827072
24900,Moira,2,Victoria,28406.0,28675.0,28905.0,29100.0,29288.0,29486.0,29717.0,29910.0,30099.0,30298.0,30367.0,30584.0,30775.0
24970,Monash,2,Victoria,177345.0,180312.0,183255.0,186150.0,189174.0,192625.0,195666.0,198010.0,199762.0,200791.0,192893.0,195081.0,203560.0
25060,Moonee Valley,2,Victoria,112192.0,113660.0,115451.0,117749.0,120216.0,122855.0,124320.0,125486.0,126405.0,126785.0,122949.0,123118.0,126485.0
25150,Moorabool,2,Victoria,28613.85001790348,29361.295086450293,30406.522366340047,31064.722452540827,31746.63243326217,32671.91474841678,33688.89241712921,34662.05412792109,35792.82570350925,36944.11625491409,37909.97318406599,38539.39577417843,39106.359915829846
25250,Moreland,2,Victoria,154245.0,156967.0,160282.0,164099.0,167870.0,172294.0,175110.0,177679.0,179327.0,180030.0,173500.0,174879.0,181231.0
25340,Mornington Peninsula,2,Victoria,149271.0,151700.0,154001.0,156500.0,158831.0,161528.0,164188.0,166564.0,168594.0,170186.0,170440.0,169733.0,170243.0
25430,Mount Alexander,2,Victoria,17919.929487195895,18069.0198165436,18262.808406928525,18516.000299791318,18810.19178348635,19113.299479818852,19301.879361782812,19505.957016506018,19702.58175026465,19945.632374768735,20120.52051492044,20317.708584223346,20568.146427408854
25490,Moyne,2,Victoria,16098.252092320852,16245.619961896296,16377.508205648437,16462.018641752282,16542.416440263387,16690.792165004874,16779.91340883878,16895.4715141712,16996.55407092415,17091.389739728165,17296.910590231677,17487.054060066697,17631.030696074817
25620,Murrindindi,2,Victoria,13326.257305941688,13460.628602585495,13568.406668745558,13692.692542254264,13852.552081126494,14056.404553354381,14288.282068555283,14559.542935590596,14735.903262510841,14869.225790897894,15137.435523019756,15345.55389499905,15471.09959556831
25710,Nillumbik,2,Victoria,62716.0,62935.0,63174.0,63433.0,63675.0,64174.0,64414.0,64542.0,64464.0,64322.0,63450.0,63066.0,63264.0
25810,Northern Grampians,2,Victoria,12054.469385892873,11968.27557258874,11878.554247650332,11774.702071356876,11642.508258052741,11568.661739209781,11592.05465827174,11634.384980381421,11707.436262432704,11805.595766037048,11886.829181494662,11884.55579888676,11885.379322930925
25900,Port Phillip,2,Victoria,97261.0,99893.0,102156.0,104451.0,106381.0,108627.0,109523.0,110733.0,111782.0,110574.0,103438.0,104090.0,109509.0
25990,Pyrenees,2,Victoria,6741.855222200613,6803.10342028358,6882.461748746456,6991.110077393211,7123.951227454191,7259.949494027298,7317.65750983912,7320.743072763212,7443.94492729569,7537.939724492852,7612.341709666612,7637.091019126632,7763.761272426098
26080,Queenscliffe,2,Victoria,3068.385542168675,3050.016064257028,2994.714859437751,2962.6465863453814,2925.879518072289,2921.1807228915663,2925.714859437751,2956.618473895582,2975.987951807229,3099.5622489959837,3240.2329317269077,3297.534136546185,3391.8353413654618
26170,South Gippsland,2,Victoria,27549.02697228229,27969.19690330433,28315.87094204653,28563.1560043752,28825.18101727854,29166.15501583242,29363.79184866436,29608.372069347235,29926.42317920928,30276.906097493975,30392.99968623516,30712.456326549647,30831.89390111788
26260,Southern Grampians,2,Victoria,16586.918176377323,16488.8500071955,16380.765770190279,16281.854498046509,16188.367532608125,16148.237395650274,16202.251445332504,16286.21302888603,16373.760111548294,16502.129785847286,16488.746173006584,16392.801312724627,16459.332374171085
26350,Stonnington,2,Victoria,98853.0,101410.0,103487.0,105894.0,108028.0,111003.0,112134.0,113340.0,113800.0,112610.0,106190.0,106524.0,111335.0
26430,Strathbogie,2,Victoria,9622.498533462054,9748.289529128324,9871.050817289273,10022.358984169254,10180.704789612022,10361.820198931115,10532.19787670733,10734.581753037675,10907.05628438419,11160.47289607571,11369.844354094932,11514.80293311545,11574.055890351136
26490,Surf Coast,2,Victoria,26658.928571428572,27518.875,28216.714285714286,28862.875,29613.035714285714,30453.98214285714,31556.25,32751.35714285714,34214.67857142857,35829.41071428572,37649.67857142857,38667.892857142855,39279.58928571428
26610,Swan Hill,2,Victoria,20857.169329073484,20968.23322683706,20999.361022364217,20936.456869009584,20889.584664536742,20892.68051118211,21059.904153354633,21231.06389776358,21397.872204472842,21489.744408945688,21371.808306709267,21229.361022364217,21201.849840255592
26670,Towong,2,Victoria,5905.922727272728,5926.275,5947.345454545454,5968.662499999999,5991.226136363636,6031.754545454545,6064.868181818182,6100.792045454546,6143.209090909091,6170.498863636363,6186.823863636364,6199.070454545455,6246.818181818182
26700,Wangaratta,2,Victoria,27212.0,27438.0,27650.0,27862.0,28143.0,28592.0,28951.0,29269.0,29439.0,29517.0,29751.0,29915.0,30002.0
26730,Warrnambool,2,Victoria,32698.932190205043,33065.10103245816,33428.613095502515,33733.579144537754,34008.81463365161,34242.14091260298,34516.588326239005,34818.59395559054,35100.150352067154,35413.36485802733,35427.470916105325,35565.489990070244,35885.31683576945
26810,Wellington,2,Victoria,42054.0887838866,42420.39383334001,42696.29974505799,42921.90372802627,43145.585143955475,43503.85479517879,43869.90307131702,44230.662045676,44673.279688730494,45102.575752479344,45466.31533789826,45810.95236989282,46115.31610939815
26890,West Wimmera,2,Victoria,4294.131474103586,4217.956175298805,4128.474103585658,4042.211155378486,3977.9482071713146,3940.7290836653387,3953.8605577689245,3966.1235059760957,3980.3864541832672,3995.605577689243,3979.7808764940237,3937.4741035856573,3934.6494023904384
26980,Whitehorse,2,Victoria,157537.0,159661.0,162081.0,164320.0,166679.0,169641.0,172376.0,174431.0,175862.0,176794.0,171077.0,172601.0,178634.0
27070,Whittlesea,2,Victoria,160800.0,169993.0,179272.0,187899.0,196847.0,207058.0,214426.0,220601.0,226072.0,231040.0,231831.0,237143.0,245029.0
27170,Wodonga,2,Victoria,36025.0,36758.0,37575.0,38369.0,39223.0,40100.0,40837.0,41541.0,42084.0,42666.0,43207.0,43716.0,44276.0
27260,Wyndham,2,Victoria,166592.72794117648,179018.8455882353,190095.4975490196,201394.82352941178,213697.82352941178,226889.24264705883,241567.96323529413,257005.42647058822,273196.88970588235,287287.4926470588,296318.69852941175,309225.7450980392,323730.2573529412
27350,Yarra,2,Victoria,78901.0,81268.0,83962.0,87228.0,89923.0,92894.0,94503.0,95504.0,96544.0,96662.0,91521.0,92399.0,97440.0
27450,Yarra Ranges,2,Victoria,148914.39333279978,149853.6870535876,150892.09592730217,151957.54946678865,153379.23938902264,155214.10655587396,156702.59711782663,157825.1323030942,158750.7857963826,158882.10058534186,157426.77325148528,157455.7382092496,158675.631017398
27630,Yarriambiack,2,Victoria,7183.967129495754,7106.83951795452,7043.2711342708235,6935.835390451009,6837.014224993684,6753.947173525891,6708.638463421382,6699.409549762404,6676.596810076425,6641.743752555993,6511.019600083697,6434.089271535776,6384.622897800874
29399,Unincorporated Vic,2,Victoria,769.0,797.0,808.0,835.0,862.0,892.0,901.0,911.0,918.0,934.0,946.0,961.0,953.0
29499,No usual address (Vic.),2,Victoria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29799,Migratory - Offshore - Shipping (Vic.),2,Victoria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30250,Aurukun,3,Queensland,1398.0,1372.0,1350.0,1332.0,1321.0,1323.0,1301.0,1296.0,1288.0,1196.0,1130.0,1124.0,1154.0
30300,Balonne,3,Queensland,4862.0,4787.0,4776.0,4726.0,4610.0,4461.0,4394.0,4372.0,4389.0,4392.0,4378.0,4352.0,4345.0
30370,Banana,3,Queensland,14812.0,14852.0,14948.0,14860.0,14707.0,14570.0,14573.0,14525.0,14581.0,14587.0,14657.0,14778.0,14919.0
30410,Barcaldine,3,Queensland,3292.0,3249.0,3232.0,3166.0,3082.0,2909.0,2881.0,2877.0,2876.0,2862.0,2863.0,2864.0,2894.0
30450,Barcoo,3,Queensland,363.0,348.0,333.0,317.0,296.0,272.0,278.0,288.0,297.0,302.0,312.0,315.0,317.0
30760,Blackall Tambo,3,Queensland,2257.0,2236.0,2214.0,2152.0,2035.0,1925.0,1895.0,1901.0,1916.0,1919.0,1918.0,1934.0,1953.0
30900,Boulia,3,Queensland,493.0,486.0,481.0,473.0,459.0,436.0,435.0,447.0,454.0,458.0,470.0,474.0,478.0
31000,Brisbane,3,Queensland,1089890.7406015038,1111802.439849624,1132000.887218045,1149111.1879699249,1165441.2857142857,1184756.537593985,1206958.4887218045,1226937.439849624,1247131.992481203,1263498.8458646617,1262967.0977443608,1283383.894736842,1323113.1954887218
31750,Bulloo,3,Queensland,418.0,410.0,396.0,388.0,372.0,356.0,347.0,343.0,340.0,340.0,342.0,343.0,346.0
31820,Bundaberg,3,Queensland,92063.0,93293.0,93850.0,94025.0,94028.0,94256.0,95354.0,96599.0,97801.0,98883.0,100095.0,102070.0,104166.0
31900,Burdekin,3,Queensland,17747.13707165109,17854.42679127726,17746.713395638628,17687.570093457944,17558.143302180684,17318.433021806854,17222.429906542056,17085.283489096575,17001.570093457944,16932.713395638628,16834.14641744548,16872.295950155763,17026.302180685358
31950,Burke,3,Queensland,616.267441860465,550.9069767441861,506.43023255813955,449.91860465116275,396.4651162790698,341.9418604651163,363.72093023255815,382.51162790697674,401.3139534883721,417.1279069767442,431.95348837209303,433.94186046511624,440.8953488372093
32080,Cairns,3,Queensland,150993.5,154039.5,156762.5,158572.5,159942.5,161571.5,163805.5,165715.5,167148.5,168709.5,169249.5,171997.5,175424.5
32250,Carpentaria,3,Queensland,2183.0,2171.0,2146.0,2112.0,2092.0,2051.0,2034.0,2050.0,2089.0,2118.0,2158.0,2170.0,2212.0
32260,Cassowary Coast,3,Queensland,28633.428571428572,28880.428571428572,28950.428571428572,29038.428571428572,29098.428571428572,29287.428571428572,29441.428571428572,29535.428571428572,29563.428571428572,29607.428571428572,29510.428571428572,29591.428571428572,29944.428571428572
32270,Central Highlands (Qld),3,Queensland,29548.0,29741.0,29782.0,29598.0,29143.0,28690.0,28573.0,28572.0,28574.0,28524.0,28298.0,28531.0,28974.0
32310,Charters Towers,3,Queensland,12434.0,12403.0,12391.0,12367.0,12235.0,12087.0,12021.0,11954.0,11890.0,11923.0,11920.0,11979.0,12013.0
32330,Cherbourg,3,Queensland,1260.0,1283.0,1292.0,1300.0,1304.0,1293.0,1283.0,1257.0,1244.0,1220.0,1211.0,1227.0,1265.0
32450,Cloncurry,3,Queensland,3347.0,3359.0,3327.0,3270.0,3179.0,3125.0,3260.0,3351.0,3442.0,3528.0,3704.0,3778.0,3861.0
32500,Cook,3,Queensland,4257.294763046284,4157.445325465609,4177.926885487737,4044.960354047575,4251.064632122441,4349.509035589157,4420.245343905587,4476.081135902637,4538.577079107505,4585.628895445326,4637.737414715102,4670.477779826664,4783.571086114696
32600,Croydon,3,Queensland,327.0,317.0,308.0,303.0,297.0,296.0,288.0,280.0,272.0,269.0,269.0,268.0,270.0
32750,Diamantina,3,Queensland,292.0,295.0,299.0,303.0,301.0,296.0,284.0,286.0,282.0,273.0,270.0,270.0,272.0
32770,Doomadgee,3,Queensland,1333.0,1367.0,1400.0,1422.0,1454.0,1475.0,1495.0,1486.0,1479.0,1459.0,1434.0,1442.0,1460.0
32810,Douglas,3,Queensland,11201.382352941177,11350.264705882353,11552.79411764706,11725.088235294117,11842.529411764706,12033.470588235294,12202.941176470587,12200.970588235294,12309.14705882353,12368.029411764706,12438.058823529413,12655.85294117647,12820.29411764706
33100,Etheridge,3,Queensland,929.0,897.0,864.0,840.0,818.0,807.0,792.0,773.0,747.0,731.0,724.0,720.0,726.0
33200,Flinders (Qld),3,Queensland,1840.0,1795.0,1754.0,1710.0,1643.0,1582.0,1520.0,1498.0,1506.0,1509.0,1521.0,1534.0,1544.0
33220,Fraser Coast,3,Queensland,97663.38671785327,99021.85054587951,100290.10421183959,101331.15220666828,102128.30983092774,102962.13171262381,104510.91788707412,106381.32846871628,108147.95638900474,109940.09227111573,112072.35907371689,115068.08564289164,117932.86113556146
33360,Gladstone,3,Queensland,59461.0,60521.0,62158.0,63367.0,63697.0,63017.0,62859.0,63077.0,63495.0,63890.0,64275.0,65302.0,66835.0
33430,Gold Coast,3,Queensland,515202.0,528342.0,540687.0,550718.0,561629.0,575303.0,589101.0,602443.0,614435.0,626342.0,633598.0,647178.0,666087.0
33610,Goondiwindi,3,Queensland,10877.055276381909,10930.29648241206,10938.89447236181,10889.492462311558,10822.090452261307,10800.527638190955,10746.366834170854,10647.125628140704,10601.723618090453,10514.723618090453,10398.643216080402,10416.321608040202,10462.402010050251
33620,Gympie,3,Queensland,46842.81589652582,47784.58082666952,48490.42519992513,49089.60596326636,49540.4483390069,50326.985934435004,51109.363158677515,51663.0832959896,52487.52073517827,53019.646290975776,53849.67360602168,55109.81631789266,56174.36762260848
33800,Hinchinbrook,3,Queensland,11817.0,11763.0,11613.0,11412.0,11181.0,10968.0,10950.0,10944.0,10891.0,10911.0,10990.0,11087.0,11118.0
33830,Hope Vale,3,Queensland,1056.0,1060.0,1043.0,1030.0,1009.0,1014.0,1005.0,1011.0,1013.0,1007.0,998.0,1004.0,1026.0
33960,Ipswich,3,Queensland,172185.25939849624,178210.56015037594,183683.1127819549,189190.81203007518,194269.7142857143,200098.46240601502,205589.51127819548,211946.56015037594,219894.007518797,226779.15413533835,233314.90225563908,242688.1052631579,251196.8045112782
33980,Isaac,3,Queensland,23188.0,23344.0,23284.0,22786.0,22173.0,21543.0,21480.0,21523.0,21773.0,22141.0,22419.0,22744.0,23024.0
34420,Kowanyama,3,Queensland,1112.0,1078.0,1042.0,1014.0,996.0,983.0,990.0,1014.0,1045.0,1076.0,1107.0,1136.0,1147.0
34530,Livingstone,3,Queensland,33394.0,34381.0,35279.0,36063.0,36579.0,36950.0,37452.0,37950.0,38548.0,39206.0,39877.0,40901.0,41906.0
34570,Lockhart River,3,Queensland,522.4137931034483,572.0172413793103,618.551724137931,665.2241379310345,691.2241379310345,740.2931034482758,725.0862068965517,706.948275862069,690.2758620689655,671.0689655172414,650.9310344827586,675.3965517241379,676.8620689655172
34580,Lockyer Valley,3,Queensland,35873.76996805112,36544.90415335463,37679.78913738019,38360.90415335463,38859.0766773163,39497.019169329076,40003.05750798722,40538.86581469649,41019.961661341855,41365.76996805112,41749.94249201278,42627.482428115014,43846.29073482428
34590,Logan,3,Queensland,287474.0,293974.0,300545.0,305147.0,309342.0,314511.0,321102.0,327769.0,335955.0,343821.0,350673.0,363059.0,377773.0
34710,Longreach,3,Queensland,4296.0,4217.0,4104.0,4027.0,3812.0,3727.0,3661.0,3653.0,3654.0,3651.0,3691.0,3721.0,3737.0
34770,Mackay,3,Queensland,115960.0,117495.0,118878.0,118916.0,118292.0,117218.0,117513.0,118352.0,119529.0,121395.0,123148.0,124950.0,126907.0
34800,McKinlay,3,Queensland,1085.0,1041.0,992.0,943.0,876.0,816.0,811.0,817.0,822.0,828.0,838.0,846.0,849.0
34830,Mapoon,3,Queensland,412.9090909090909,390.27272727272725,368.72727272727275,343.72727272727275,313.1818181818182,318.72727272727275,342.72727272727275,368.0,392.0,416.27272727272725,440.27272727272725,443.27272727272725,446.27272727272725
34860,Maranoa,3,Queensland,13437.0,13424.0,13515.0,13434.0,13292.0,12926.0,12927.0,12914.0,12835.0,12891.0,12957.0,13099.0,13255.0
34880,Mareeba,3,Queensland,20745.0,20953.0,21379.0,21542.0,21812.0,22038.0,22227.0,22501.0,22681.0,23010.0,23171.0,23367.0,23702.0
35010,Moreton Bay,3,Queensland,390047.5,401184.5,410684.0,419761.0,428991.5,439289.5,448559.0,458013.0,467314.0,476622.0,484353.0,496772.0,510104.0
35250,Mornington,3,Queensland,1211.0,1218.0,1206.0,1202.0,1202.0,1197.0,1171.0,1151.0,1127.0,1093.0,1060.0,1065.0,1079.0
35300,Mount Isa,3,Queensland,22078.732558139534,21958.093023255813,21821.56976744186,21261.081395348836,20585.53488372093,19606.058139534885,19361.279069767443,19239.488372093023,19156.686046511626,19312.872093023256,19215.04651162791,19054.05813953488,18933.10465116279
35600,Murweh,3,Queensland,4731.0,4737.0,4685.0,4639.0,4527.0,4386.0,4279.0,4263.0,4211.0,4106.0,4009.0,3960.0,3966.0
35670,Napranum,3,Queensland,906.0,930.0,949.0,965.0,958.0,984.0,973.0,958.0,943.0,923.0,906.0,906.0,924.0
35740,Noosa,3,Queensland,51089.1592920354,51692.66371681416,52374.67256637168,53002.87610619469,53513.38053097345,53937.57522123894,54689.575221238934,55512.0796460177,56045.78761061947,56662.89380530974,56875.20353982301,57391.398230088496,58397.70796460177
35760,North Burnett,3,Queensland,10374.0,10408.0,10487.0,10547.0,10607.0,10646.0,10556.0,10406.0,10268.0,10206.0,10142.0,10216.0,10352.0
